Actual,Forecast,Uncertainty_Sigma,Safety_Stock_95CI,Current_Price,Rolling_Avg_Price,Hedging_Factor,Final_Order_Quantity
0.291741,0.2953312614400359,0.007766907901896421,0.015223139487716985,7949.5,8492.433333333334,1.05,0.3260821209741405
0.294658,0.29014219395964963,0.005938241716703724,0.011638953764739298,8820.7,8492.433333333334,1.0,0.3017811477243889
0.297605,0.2924092007192177,0.0065817733187033085,0.012900275704658484,8707.1,8492.433333333334,1.0,0.3053094764238762
0.300581,0.2945555793713534,0.0074366690392216744,0.014575871316874482,8416.7,8648.166666666666,1.0,0.3091314506882279
0.303586,0.2958531249379991,0.008033992171234572,0.01574662465561976,7633.8,8252.533333333335,1.05,0.32717973707329984
0.306622,0.3023553126832958,0.008965457978664692,0.017572297638182795,8075.8,8042.100000000001,1.0,0.3199276103214786
0.309688,0.30382911317885014,0.00961691771397415,0.018849158719389334,8252.5,7987.366666666666,1.0,0.3226782718982395
0.312785,0.3053407099440611,0.010237669840577208,0.02006583288753133,8378.8,8235.699999999999,1.0,0.3254065428315924
0.315913,0.31242899729076923,0.01138742681205667,0.022319356551631073,9590.9,8740.733333333332,0.95,0.3180109361502803
0.319072,0.31305068100223954,0.011661829516403967,0.022857185852151775,8795.5,8921.733333333332,1.0,0.33590786685439133
0.322263,0.31438419404049367,0.012300828922781773,0.024109624688652274,8505.0,8963.800000000001,1.05,0.3554185096656033
0.325486,0.31474076062643713,0.01250693299953926,0.02451358867909695,8593.4,8631.300000000001,1.0,0.3392543493055341
0.275971,0.2872864343107827,0.004202631067786333,0.008237156892861213,9060.6,8719.666666666666,1.0,0.2955235912036439
0.27873,0.28314035227181816,0.004384037205392726,0.008592712922569742,9035.4,8896.466666666667,1.0,0.2917330651943879
0.281518,0.27937357802342344,0.004937933538973179,0.00967834973638743,9048.0,9048.0,1.0,0.28905192775981087
0.284333,0.28319906989483995,0.004999019271745773,0.009798077772621715,8820.7,8968.033333333333,1.0,0.29299714766746165
0.287176,0.28641022302778096,0.0056370695844428385,0.011048656385507963,8984.9,8951.199999999999,1.0,0.2974588794132889
0.290048,0.287273241704319,0.005963246017218517,0.011687962193748293,8366.2,8723.933333333332,1.0,0.2989612038980673
0.292949,0.2880123916166211,0.006339453724282715,0.012425329299594121,8063.1,8471.4,1.0,0.30043772091621523
0.295878,0.29353570035378684,0.007278711585178184,0.01426627470694924,7936.9,8122.066666666667,1.0,0.3078019750607361
0.298837,0.2947286043944139,0.00753945955620918,0.014777340730169994,8164.1,8054.7,1.0,0.3095059451245839
0.301825,0.29771904039989994,0.008837078229821342,0.017320673330449832,7962.1,8021.033333333333,1.0,0.3150397137303498
0.304843,0.29850319854983715,0.009285561086804592,0.018199699730137003,8159.1,8095.100000000001,1.0,0.31670289827997417
0.307892,0.3050292551727987,0.010200795993422456,0.019993560147108014,8075.8,8065.666666666667,1.0,0.32502281531990673
0.299625,0.30274521416297495,0.009147602835221227,0.017929301557033605,8234.9,8156.600000000001,1.0,0.32067451572000855
0.302622,0.3025852152680671,0.009062384089020714,0.0177622728144806,8356.1,8222.266666666668,1.0,0.3203474880825477
0.305648,0.2960157640663204,0.008102531312841816,0.01588096137316996,8151.5,8247.5,1.0,0.3118967254394904
0.308704,0.30293639145754064,0.009238513621158287,0.01810748669747024,8272.7,8260.1,1.0,0.3210438781550109
0.311791,0.3044494312759576,0.010006304576226775,0.019612356969404478,7757.6,8060.600000000001,1.0,0.3240617882453621
0.314909,0.3103885505527629,0.010562994783464211,0.020703469775589855,7992.4,8007.566666666667,1.0,0.3310920203283527
0.318058,0.31202754415648537,0.011275155071293749,0.022099303939735748,8212.1,7987.366666666666,1.0,0.3341268480962211
0.321239,0.3144705456074817,0.0123153545391178,0.024138094896670886,8386.4,8196.966666666667,1.0,0.3386086405041526
0.324451,0.31558933305998355,0.012910919505020059,0.025305402229839315,8265.1,8287.866666666667,1.0,0.34089473528982284
0.327696,0.3028900540892198,0.0077708782315094975,0.015230921333758614,8075.8,8242.433333333332,1.0,0.31812097542297846
0.330973,0.302724811938691,0.007715637620291093,0.015122649735770542,7875.0,8071.966666666667,1.0,0.31784746167446154
0.334283,0.3029972287644254,0.0078111896864147675,0.015309931785372944,8181.8,8044.2,1.0,0.31830716054979835
0.283856,0.30272218831541264,0.007712821223003972,0.015117129597087785,8136.4,8064.400000000001,1.0,0.3178393179125004
0.286694,0.28816284636423756,0.006277945504266862,0.012304773188363049,8096.6,8138.266666666667,1.0,0.3004676195526006
0.289561,0.2871889773095226,0.005901729838019523,0.011567390482518265,8187.5,8140.166666666667,1.0,0.29875636779204084
0.292457,0.28719424175254354,0.005963586868305833,0.011688630261879433,8460.2,8248.1,1.0,0.298882872014423
0.295381,0.2910830436952765,0.006394198138047488,0.012532628350573076,8517.0,8388.233333333335,1.0,0.30361567204584955
0.298335,0.29466551023462334,0.007519986326166985,0.014739173199287291,8483.0,8486.733333333335,1.0,0.30940468343391064
0.301318,0.2965067008698552,0.008278252929244107,0.016225375741318448,8295.5,8431.833333333334,1.0,0.31273207661117364
0.304332,0.2980069087017469,0.008986339961196266,0.017613226323944683,8193.2,8323.9,1.0,0.3156201350256916
0.307375,0.3050258275573332,0.010173551174344752,0.019940160301715713,8136.4,8208.366666666667,1.0,0.3249659878590489
0.310449,0.3058143875784359,0.010456100534116834,0.020493957046868995,8238.6,8189.400000000001,1.0,0.3263083446253049
0.313553,0.3059640709278789,0.010538889090706625,0.020656222617784985,8642.0,8339.0,1.0,0.3266202935456639
0.316689,0.3121993692982638,0.01125568013471941,0.022061133064050043,8545.5,8475.366666666667,1.0,0.33426050236231386
0.291741,0.2984974130807454,0.007452883276688403,0.01460765122230927,7846.6,8344.699999999999,1.05,0.32876031751820745
0.294658,0.2942055135680086,0.007559536183972471,0.014816690920586044,8113.6,8168.566666666667,1.0,0.30902220448859463
0.297605,0.29371876011489034,0.007146071884424442,0.014006300893471907,7738.6,7899.600000000001,1.0,0.3077250610083623
0.300581,0.2956225775084082,0.007944489138580127,0.01557119871161705,7318.2,7723.466666666667,1.05,0.32675346503102654
0.303586,0.28945353623755243,0.006132787208748188,0.012020262929146448,6982.9,7346.566666666667,1.0,0.30147379916669886
0.306622,0.30435225183273024,0.009812177560754743,0.019231868019079296,7335.2,7212.099999999999,1.0,0.3235841198518095
0.309688,0.3057348005224299,0.010411146401409716,0.02040584694676304,7343.4,7220.5,1.0,0.32614064746919297
0.312785,0.3058979924115053,0.010500922198029929,0.02058180750813866,7299.2,7325.933333333333,1.0,0.32647979991964393
0.315913,0.305145712802284,0.009099534724276789,0.017835088059582505,7078.3,7240.3,1.0,0.3229808008618665
0.319072,0.3058424179401478,0.009369594952607061,0.018364406107109838,6928.0,7101.833333333333,1.0,0.32420682404725765
0.322263,0.3055955847312785,0.009185502858037996,0.01800358560175447,6751.3,6919.2,1.0,0.323599170333033
0.325486,0.3059464416118384,0.0093663218043851,0.018357990736594797,6300.5,6659.933333333333,1.05,0.3405196539658549
