Actual,Forecast,Uncertainty_Sigma,Safety_Stock_95CI,Current_Price,Rolling_Avg_Price,Hedging_Factor,Final_Order_Quantity
0.291741,0.30452212,0.006070992919251351,0.011899146121732648,7949.5,8492.433333333334,1.05,0.3322423294278193
0.294658,0.29775876999999995,0.0070308503011442345,0.0137804665902427,8820.7,8492.433333333334,1.0,0.31153923659024263
0.297605,0.2945221499999999,0.00751356077685541,0.014726579122636602,8707.1,8492.433333333334,1.0,0.3092487291226365
0.300581,0.30012700000000003,0.004113466499195053,0.008062394338422305,8416.7,8648.166666666666,1.0,0.30818939433842235
0.303586,0.3026983199999998,0.005391456980965355,0.010567255682692097,7633.8,8252.533333333335,1.05,0.3289288544668265
0.306622,0.3066450100000003,0.004297419992262803,0.008422943184835094,8075.8,8042.100000000001,1.0,0.3150679531848354
0.309688,0.30834929000000016,0.004405242370846351,0.008634275046858849,8252.5,7987.366666666666,1.0,0.31698356504685904
0.312785,0.31073560000000017,0.006128222686880759,0.012011316466286287,8378.8,8235.699999999999,1.0,0.32274691646628645
0.315913,0.3158404999999996,0.004394058264292822,0.00861235419801393,9590.9,8740.733333333332,0.95,0.3082302114881128
0.319072,0.3167457399999997,0.008234888248932103,0.01614038096790692,8795.5,8921.733333333332,1.0,0.33288612096790665
0.322263,0.3188827199999999,0.008628041782559935,0.01691096189381747,8505.0,8963.800000000001,1.05,0.35258336598850826
0.325486,0.31839547000000007,0.011362206310796335,0.022269924369160816,8593.4,8631.300000000001,1.0,0.3406653943691609
0.275971,0.2986082500000001,0.016309302968168207,0.031966233817609685,9060.6,8719.666666666666,1.0,0.3305744838176098
0.27873,0.28443393999999994,0.006346885404385369,0.012439895392595324,9035.4,8896.466666666667,1.0,0.29687383539259526
0.281518,0.27647436999999964,0.010261009781356798,0.020111579171459323,9048.0,9048.0,1.0,0.296585949171459
0.284333,0.2850592700000001,0.0025297715899068826,0.00495835231621749,8820.7,8968.033333333333,1.0,0.2900176223162176
0.287176,0.2885657500000002,0.0032954176590380773,0.006459018611714632,8984.9,8951.199999999999,1.0,0.2950247686117148
0.290048,0.29139498999999985,0.0028265409018622062,0.005540020167649924,8366.2,8723.933333333332,1.0,0.2969350101676498
0.292949,0.29446362999999987,0.0033628435070784893,0.006591173273873839,8063.1,8471.4,1.0,0.3010548032738737
0.295878,0.2973372399999996,0.00313360734655764,0.006141870399252974,7936.9,8122.066666666667,1.0,0.30347911039925257
0.298837,0.29939562,0.0026344431965028164,0.00516350866514552,8164.1,8054.7,1.0,0.3045591286651455
0.301825,0.30205231999999993,0.0021886908455969784,0.004289834057370078,7962.1,8021.033333333333,1.0,0.30634215405737003
0.304843,0.3034938799999997,0.00456122891835084,0.008940008679967647,8159.1,8095.100000000001,1.0,0.31243388867996735
0.307892,0.30832832,0.002261342914641652,0.004432232112697637,8075.8,8065.666666666667,1.0,0.3127605521126976
0.299625,0.3077803500000001,0.005971626356990198,0.011704387659700787,8234.9,8156.600000000001,1.0,0.31948473765970087
0.302622,0.3048229700000002,0.008019296797668734,0.015717821723430718,8356.1,8222.266666666668,1.0,0.3205407917234309
0.305648,0.29750426999999985,0.0126429511261058,0.02478018420716737,8151.5,8247.5,1.0,0.3222844542071672
0.308704,0.3060175100000001,0.007559300047616845,0.014816228093329015,8272.7,8260.1,1.0,0.3208337380933291
0.311791,0.3087245700000001,0.009246878086419219,0.01812388104938167,7757.6,8060.600000000001,1.0,0.32684845104938176
0.314909,0.31347569999999964,0.008518943172131152,0.016697128617377058,7992.4,8007.566666666667,1.0,0.3301728286173767
0.318058,0.31605702999999963,0.009567627346897456,0.018752549599919014,8212.1,7987.366666666666,1.0,0.33480957959991864
0.321239,0.3184035599999998,0.009919021704099659,0.01944128254003533,8386.4,8196.966666666667,1.0,0.33784484254003516
0.324451,0.3184456700000002,0.012073625106035886,0.023664305207830336,8265.1,8287.866666666667,1.0,0.34210997520783054
0.327696,0.30927807000000007,0.01848912977197953,0.03623869435307987,8075.8,8242.433333333332,1.0,0.34551676435307993
0.330973,0.30948107000000014,0.018292487725432544,0.035853275941847784,7875.0,8071.966666666667,1.0,0.3453343459418479
0.334283,0.3095363200000001,0.018157680406307417,0.03558905359636254,8181.8,8044.2,1.0,0.34512537359636264
0.283856,0.30856188,0.017929989623131408,0.03514277966133756,8136.4,8064.400000000001,1.0,0.34370465966133756
0.286694,0.2901871600000003,0.007438680547946658,0.01457981387397545,8096.6,8138.266666666667,1.0,0.3047669738739757
0.289561,0.29113354999999985,0.004558118211224892,0.008933911694000787,8187.5,8140.166666666667,1.0,0.3000674616940006
0.292457,0.2937182899999998,0.004832193233501735,0.0094710987376634,8460.2,8248.1,1.0,0.3031893887376632
0.295381,0.2967094999999997,0.0031754745865775736,0.006223930189692044,8517.0,8388.233333333335,1.0,0.3029334301896917
0.298335,0.29807641,0.003270218295756419,0.006409627859682581,8483.0,8486.733333333335,1.0,0.3044860378596826
0.301318,0.30154067999999973,0.002570663256360121,0.005038499982465837,8295.5,8431.833333333334,1.0,0.3065791799824656
0.304332,0.3039572499999997,0.0024481042068302586,0.004798284245387307,8193.2,8323.9,1.0,0.308755534245387
0.307375,0.30714732,0.004379701051167767,0.008584214060288822,8136.4,8208.366666666667,1.0,0.3157315340602888
0.310449,0.31015855999999986,0.002367703589218887,0.004640699034869018,8238.6,8189.400000000001,1.0,0.3147992590348689
0.313553,0.3111359299999999,0.006513699150643978,0.012766850335262196,8642.0,8339.0,1.0,0.3239027803352621
0.316689,0.3168624499999998,0.0025580696838632066,0.005013816580371885,8545.5,8475.366666666667,1.0,0.32187626658037166
0.291741,0.3064229899999999,0.01550993487897032,0.030399472362781826,7846.6,8344.699999999999,1.05,0.35366358548092086
0.294658,0.29593060999999987,0.010188204376527786,0.01996888057799446,8113.6,8168.566666666667,1.0,0.3158994905779943
0.297605,0.29343858999999994,0.0076188928448889465,0.014933029975982335,7738.6,7899.600000000001,1.0,0.3083716199759823
0.300581,0.29934942000000003,0.004008401267787447,0.007856466484863395,7318.2,7723.466666666667,1.05,0.3225661808091066
0.303586,0.30150798999999967,0.0058990254542508995,0.011562089890331763,6982.9,7346.566666666667,1.0,0.3130700798903314
0.306622,0.3067101900000002,0.00482928412851222,0.00946539689188395,7335.2,7212.099999999999,1.0,0.3161755868918842
0.309688,0.3087905800000001,0.005221205545044171,0.010233562868286574,7343.4,7220.5,1.0,0.3190241428682867
0.312785,0.31156732000000004,0.005186176452609381,0.010164905847114387,7299.2,7325.933333333333,1.0,0.3217322258471144
0.315913,0.3170992799999998,0.0060213983344070505,0.011801940735437819,7078.3,7240.3,1.0,0.32890122073543765
0.319072,0.31794677,0.0081769769032999,0.0160268747304678,6928.0,7101.833333333333,1.0,0.3339736447304678
0.322263,0.3186626399999999,0.008794884361400098,0.017237973348344194,6751.3,6919.2,1.0,0.3359006133483441
0.325486,0.31812781000000007,0.011471198814156258,0.022483549675746266,6300.5,6659.933333333333,1.05,0.3576419276595337
